,word,score
277,a bid,1.37454545454545
278,a bigger,-0.282092307692307
279,a bit,0.345614541179294
280,a black,-0.3864
281,a blockbuster,2.016
282,a blow,-0.156285714285714
283,a boat,0.158333333333333
284,a boost,3.07
285,a brand,0.7335
286,a break,0.294134251290878
287,a breakdown,-4.01168181818182
288,a brick,-1.557
289,a brief,-0.128333333333333
290,a bull,0.572611570247934
291,a bullish,2.1641214953271
292,a business,-0.258545454545455
293,a buying,1.60089552238806
294,a c,0.158333333333333
295,a candle,-0.529166666666667
296,a case,0.0401818181818182
297,a cash,0.364692307692308
298,a cbo,1.9
299,a certain,0.0744
300,a champ,0.374736842105263
301,a chance,0.86056
302,a channel,-0.220875
303,a charm,-0.190551724137931
304,a chart,-0.27968817204301
305,a cheaper,-0.1089
306,a chinese,-0.731
307,a classic,-0.445
308,a cliff,-1.58312903225807
309,a close,-0.111941176470588
310,a closer,-0.7925
311,a clue,-0.363785714285714
312,a come,1.04278571428571
313,a complete,-0.567916666666667
314,a concern,-1.04130434782609
315,a confirm,-0.491521739130435
316,a confirmation,0.47855
317,a confluence,2.959
318,a continuation,1.60746808510638
319,a continue,-0.529166666666667
320,a continued,-0.228333333333333
321,a convincing,-0.129272727272727
322,a core,1.18774193548387
323,a correction,-0.891250000000001
324,a crash,-2.56928571428572
325,a current,1.30278571428571
326,a daily,-0.579072289156626
327,a day,0.323620481927711
328,a dead,-1.65440625
329,a death,-3.11807692307692
330,a decision,1.86571428571428
331,a decline,-3.06666666666667
332,a definite,-0.1545
333,a descend,-0.820159090909091
334,a diff,0.937846153846154
335,a difference,-0.351272727272728
336,a dime,-0.20125
337,a do,-0.3864
338,a dog,-2.20170454545455
339,a dojus,-0.451526315789474
340,a downside,-4.04769230769231
341,a drop,-1.65333333333333
342,a,0.0196263003394021
343,a dt,0.931333333333334
344,a early,-0.0429333333333334
345,a earnings,-0.218536585365853
346,a end,-0.470081967213115
347,a entry,1.87859154929577
348,a eod,1.47105882352941
349,a exciting,2.403
350,a extended,-0.8425
351,a extension,0.0744
352,a fairly,0.158333333333333
353,a false,-0.868030303030303
354,a fast,-0.591555555555555
355,a feeling,1.0137358490566
356,a fight,-0.279
357,a financial,-0.051923076923077
358,a first,0.34255
359,a flag,1.29011494252874
360,a floor,0.9468
361,a flush,-1.50631578947368
362,a follow,0.790144927536231
363,a fork,-2.96583333333333
364,a fortune,-0.210769230769231
365,a free,-0.869887659794257
366,a friend,0.805263157894737
367,a fun,0.587142857142857
368,a future,-0.458333333333334
369,a game,0.370636363636364
370,a giant,-0.458333333333334
371,a gift,1.49995588235294
372,a global,-0.423076923076924
373,a go,2.04437037037037
374,a gold,1.13471428571429
375,a green,0.980583333333334
376,a guess,0.266538461538462
377,a guy,-0.289285714285714
378,a h,-2.78006557377049
379,a hair,-0.135882352941177
380,a half,0.43837037037037
381,a hammer,0.799137931034482
382,a handle,2.17640677966102
383,a hard,-0.525000000000001
384,a have,-0.302333333333333
385,a hawk,0.259411764705882
386,a head,-1.63179069767442
387,a hint,0.9144
388,a history,-0.279
389,a hit,0.212423076923077
390,a hold,1.57074285714286
391,a hole,-1.4178
392,a home,0.825
393,a hour,0.0612972972972973
394,a huge,0.644535872086134
395,a hurry,-0.150896551724138
396,a important,-0.40035593220339
397,a indicator,-1.28005263157895
398,a insider,0.740909090909091
399,a interesting,-0.196785714285714
400,a intraday,-0.720314285714286
401,a inv,0.931333333333334
402,a inverse,2.18565217391304
403,a investor,0.0966428571428572
404,a itch,2.123
405,a key,-0.400223300970874
406,a la,-1.16971428571428
407,a larger,-0.425276595744681
408,a lead,-0.988799999999999
409,a leg,-0.529166666666667
410,a lesson,0.158333333333333
411,a lifetime,0.923636363636363
412,a likely,-0.279
413,a limit,1.2328125
414,a longer,-0.414389830508474
415,a look,0.142076335877863
416,a lose,-3.76727272727273
417,a loss,-0.681942857142858
418,a lot,0.168401800570536
419,a lotto,-0.366666666666666
420,a lovely,0.6975
421,a macd,1.0107
422,a magnet,-0.53258064516129
423,a major,-0.350906474820144
424,a man,0.466266666666667
425,a market,-0.289205479452054
426,a massive,0.138666666666667
427,a mess,-3.59419230769231
428,a minimum,-0.732789473684211
429,a miracle,-1.23507692307692
430,a miss,-0.873703703703703
431,a mistake,0.174428571428571
432,a mobile,1.9
433,a momentum,0.937846153846154
434,a momo,2.016
435,a Monday,2.123
436,a money,0.296666666666667
437,a monster,1.43203571428571
438,a more,0.0915348837209302
439,a move,0.876677966101695
440,a much,-0.269848484848485
441,a multiple,-0.365818181818182
442,a must,-0.302333333333333
443,a no,0.945428571428571
444,a normal,1.13471428571429
445,a not,-0.289454545454546
446,a note,-0.05625
447,a NUM-NUM,-1.14092307692308
448,a NUM-week,2.123
449,a num,0.112380001559215
450,a NUMmin,-1.20108333333333
451,a NUMnd,0.54262962962963
452,a NUMpt,1.9
453,a NUMth,-0.732789473684211
454,a old,1.19545454545455
455,a opportunity,-0.1986875
456,a outside,-1.73735294117647
457,a overall,-1.4178
458,a p/b,0.6975
459,a p/e,-0.731
460,a parallel,2.775
461,a part,2.315
462,a pattern,-0.447652173913043
463,a pause,-0.156285714285714
464,a pb,-0.198153846153846
465,a pe,0.740909090909091
466,a pennant,1.00159459459459
467,a phone,-0.118823529411765
468,a place,-0.168307692307692
469,a play,1.145625
470,a point,0.673026315789474
471,a pop,1.18128205128205
472,a position,1.10897368421053
473,a powerful,2.66984210526316
474,a pr,2.315
475,a premium,-0.765909090909092
476,a price,-0.228745098039216
477,a problem,-0.7664
478,a product,-1.25838461538461
479,a profit,-0.0686829268292682
480,a profitable,-1.0795
481,a pt,-0.664545454545455
482,a pump,-2.56928571428572
483,a pyramid,-0.641
484,a quarter,0.4077
485,a quick,-0.0271654684585961
486,a quiet,2.315
487,a r,-0.529166666666667
488,a range,0.578605263157895
489,a rare,-0.167352941176471
490,a re-test,-1.3478125
491,a really,1.02090909090909
492,a reasonable,0.669318181818182
493,a recent,1.79444444444444
494,a relatively,-0.351272727272728
495,a reminder,-2.12188235294118
496,a repeat,0.482571428571428
497,a resistance,-0.247361111111111
498,a resolution,-0.051923076923077
499,a retrace,-1.01611111111111
500,a retracement,-2.35766666666667
501,a return,-0.707000000000001
502,a right,-0.636066666666667
503,a rise,-0.349363636363637
504,a rough,-0.171666666666666
505,a row,0.185044247787611
506,a run,1.90541981132075
507,a s,-1.01069230769231
508,a safe,0.625714285714286
509,a scalp,0.227620689655172
510,a screen,-0.129272727272727
511,a sec,0.552066666666667
512,a secular,-2.18866666666667
513,a sell,-3.03821428571428
514,a seller,-0.587368421052631
515,a selloff,-0.636066666666667
516,a series,-0.8425
517,a set,-0.423076923076924
518,a settlement,3.403
519,a share,0.496716216216216
520,a sharp,-1.39681358491348
521,a short-term,-0.287
522,a shot,0.572220338983051
523,a signal,-0.587555555555555
524,a significant,-0.529285714285714
525,a slight,-0.190431372549019
526,a smart,0.524588235294118
527,a smile,2.016
528,a spec,2.222
529,a special,1.12016666666667
530,a spike,0.7875
531,a squeeze,1.975578125
532,a stab,2.123
533,a start,-0.0920000000000001
534,a steal,3.445
535,a step,-0.228333333333333
536,a story,-0.30132
537,a strategy,-0.04625
538,a stronger,1.04813333333333
539,a stupid,0.7335
540,a sudden,0.338642857142857
541,a surprise,-0.707000000000001
542,a swing,0.726110344827587
543,a symmetrical,0.153055555555556
544,a tad,0.339545454545454
545,a takeover,1.55515
546,a target,-0.317288288288288
547,a tear,1.74375
548,a tech,-0.23264705882353
549,a technical,-0.342631578947368
550,a tell,-0.310545454545455
551,a thing,0.637185185185185
552,a third,-0.529166666666667
553,a thought,-0.106764705882353
554,a thread,-2.07563636363636
555,a tiny,0.27
556,a tkr,0.0517090909090909
557,a tl,0.673913043478261
558,a total,0.924484848484849
559,a touch,0.825
560,a trade,0.272795698924731
561,a trader,-0.1755
562,a trading,-0.268
563,a trap,-2.2462
564,a trendline,-0.687619047619047
565,a triangle,0.2808
566,a trigger,2.28387096774194
567,a trip,-0.585
568,a turd,-2.44428571428571
569,a turnaround,-0.311538461538462
570,a update,-0.144
571,a upside,2.18113636363636
572,a upward,1.26722580645161
573,a vacuum,2.637
574,a value,-0.100833333333333
575,a very,0.13536
576,a volatile,2.222
577,a wait,0.0455
578,a wall,-0.721411764705883
579,a way,-0.38022641509434
580,a week,0.227388235294118
581,a while,0.224658536585366
582,a win,1.04229411764706
583,a wonderful,0.546
584,a year,0.195440366972477
585,a yes,0.771428571428571
586,a.,-0.452625
587,a.m,-0.101176470588235
588,a.m.,0.0559393939393939
590,a/d,-0.351272727272728
592,a/h,-0.107466666666667
594,aaius,0.0568
595,aamrq,0.0255
596,aaple,1.8645
597,ab =,-0.947934426229508
598,ab,-0.768202898550725
599,abandon ship,-3.7296
600,abandon,-1.4418
601,abc breakout,4.36
602,abc bullish,4.31244444444444
603,abc,0.614868571428572
604,abc pattern,0.802153846153846
605,abc target,0.9144
606,abcd,-0.951272727272726
607,abd,0.810882352941177
608,abe,-0.5415
609,ability,0.696666666666666
610,ability to,0.93625
611,able,0.0443697478991597
612,able to,0.0119298245614035
613,aboard,1.54366666666667
614,about all,-0.126230769230769
615,about apple,2.485
616,about be,0.162857142857143
617,about get,0.557375
618,about how,-0.385736842105263
619,about,0.0655943823616978
620,about it,1.21086585365854
622,about ready,1.1495
623,about right,-0.8425
624,about they,0.126777777777778
625,about this,-0.0551851039284387
626,about time,0.36146511627907
627,about to,-0.151785714285714
628,about today,0.63875
629,about we,1.941
630,about you,-0.0703333333333333
631,above all,2.86340909090909
632,above avg,2.74741935483871
633,above breakout,4.601
634,above desc,2.016
635,above downtrend,2.9
636,above ema,1.75384615384615
637,above emaNUM,2.18271428571429
638,above,2.00895419387105
639,above its,2.61050724637681
641,above ma,3.27
642,above my,2.708
643,above NUM-sma,2.315
644,above NUMd,2.04763461538461
645,above NUMday,1.9
646,above NUMdma,2.54110909090909
647,above previous,2.839
648,above prior,1.9872
649,above range,1.9
651,above recent,1.82083333333333
652,above resistance,1.95842635658915
653,above trendline,2.23783333333333
654,above vwap,2.403
655,above we,3.173
656,above weekly,2.315
657,absolute,1.63515789473684
658,absolutely nothing,-0.512083333333334
659,absolutely,0.583711340206185
660,absorb,0.275058823529412
661,absurd,0.562285714285714
662,abv,1.68422222222222
665,abv NUMd,2.82243617021277
667,abv soon,3.07
668,abv the,3.8924
669,abv upper,3.73901785714286
671,abyss,-1.90428571428571
672,aca,-6.914
673,accdi,-1.212
674,accelerate,-0.257818181818182
675,acceleration,-0.174516129032258
676,accept,0.5180625
677,access,0.0255
678,accompany,-0.0322857142857143
679,accord,-0.0687272727272727
680,accordingly,-0.0753
681,account be,0.8
682,account for,1.02090909090909
683,account,0.126759259259259
685,accounting,-1.48757142857143
686,acct holding,3.173
687,acct,1.27902173913044
688,accum,1.15309090909091
689,accumulate,2.08111304347826
690,accumulation day,2.222
691,accumulation in,2.25819512195122
692,accumulation,2.80625981873112
693,accumulation/distribution,-0.918
694,accuracy,-0.17775
695,accurate,-0.27035294117647
696,achieve,0.502596774193548
697,ackman 's,-0.279
698,ackman,-0.14340625
699,acorn,2.034
700,acquire by,2.016
701,acquire,0.958263157894737
702,acquisition,1.14230769230769
703,acre,-0.124
704,across,-0.0069882352941176
705,across the,0.131041666666667
706,act,-0.136756756756757
707,act strong,5.495
709,act very,4.74457723577236
710,act well,4.98129921259843
711,action and,0.986048780487805
712,action around,1.9
713,action as,0.2625
714,action at,-0.688615384615385
715,action be,-0.314108433734939
716,action continue,-1.14588235294118
717,action for,-0.112857142857143
718,action have,-0.8425
719,action into,-0.129272727272727
720,action look,-0.0990000000000001
721,action,0.347423455743292
722,action of,-0.0552777777777778
723,action off,-0.228333333333333
724,action on,0.749482758620689
725,action point,1.75666666666667
726,action since,2.123
727,action so,2.222
728,action this,1.03377777777778
729,action today,2.61179945090121
730,action will,-0.9335
731,action with,0.2625
732,actionable,0.262428571428572
733,activate tkr,2.016
734,activate,0.34725
735,activation,0.2672
736,active by,2.959
737,active,0.235384615384615
738,actively,0.7137
739,activity,0.700714285714286
740,actual,0.411020408163266
741,actually a,0.869333333333333
742,actually do,-0.112533333333333
743,actually go,0.557375
744,actually it,0.704545454545454
745,actually look,0.937846153846154
746,actually,0.332122093023256
747,ad,0.600941860465116
748,adam,0.0094545454545454
749,adcom,0.0580909090909091
750,add above,3.445
751,add another,0.971243243243243
752,add area,4.097
753,add at,1.49285714285714
754,add call,2.485
755,add here,3.10109090909091
756,add if,1.557
757,add in,1.60075675675676
758,add into,2.403
759,add num,1.74043243243243
760,add on,2.35720930232558
761,add short,-6.208
762,add some,1.57065789473684
763,add today,3.93
764,add,1.4086775147929
765,add when,3.05926530612245
766,add with,1.9
767,add yesterday,1.3153125
768,add/buy,2.582
769,addition,2.3154
770,addition to,2.68679245283019
771,addition watch,3.173
772,additional,0.600923076923077
773,additional num,1.13471428571429
774,address,0.3826875
775,adjust,-0.271901408450704
776,adjustment,-0.0596363636363637
777,adjustment on,0.3875
778,admit,0.501622641509434
779,adobe,-0.124
780,adopt,2.141
781,adr,-0.1032
782,advance,-0.199549295774648
784,advanced,0.3925
785,advancer,-3.38105882352941
786,advantage,0.0086341463414634
787,advantage of,0.354529411764706
788,advertiser,-0.12075
789,advertising,1.25272727272727
790,advice,0.106697368421053
791,advise,-1.77708333333333
792,advisor,0.110785714285714
793,adword,2.421
794,adx cross,2.016
795,adx,0.772168674698795
796,aegis,2.582
797,aerospace,2.141
798,aetna,-0.0258571428571429
799,aex,-1.55527272727273
800,af,1.941
802,affect,-0.0972173913043479
803,afford,-0.0539999999999999
804,afraid,0.0085333333333333
805,afraid of,0.331882352941177
806,afraid to,0.6975
807,africa,0.94
808,after-hour,-0.213315789473684
809,after-hours,-0.558857142857143
810,after-market,-0.454909090909091
811,after a,0.99052225523799
812,after b/o,4.601
813,after base,3.807
814,after beat,2.222
815,after bell,0.6975
816,after big,0.471348837209302
817,after bounce,1.32545454545455
818,after break,0.67425
819,after breakout,4.382
820,after clear,3.807
821,after close,0.477818181818182
822,after consolidate,4.123
823,after consolidation,1.62666666666667
824,after dessimation,1.9
825,after fail,-1.85884615384615
826,after find,1.13471428571429
827,after get,2.123
828,after hour,0.672898395721925
829,after huge,3.07
830,after,0.502693334228096
831,after its,1.54533333333333
832,after last,0.636631578947369
833,after lunch,2.775
834,after mkt,0.825
835,after news,-0.351272727272728
836,after nice,1.621875
837,after pullback,1.08652173913044
839,after recent,3.32368965517241
840,after rest,4.885
841,after some,0.440407407407407
842,afterhor,0.0266486486486487
843,aftermarket,0.126
844,afternoon,0.0668918918918919
845,afterwards,-0.0564545454545455
846,ag,0.899192982456141
847,ag stock,2.123
848,again above,2.403
849,again and,0.362943396226415
850,again at,-0.198910256410257
851,again before,0.2625
852,again but,-0.151733333333333
853,again for,0.1256
854,again I,-0.0016
855,again if,-0.127458333333333
856,again next,0.191666666666667
857,again num,-0.632216216216215
858,again over,2.9
859,again,0.0197401655387201
860,again soon,0.69051724137931
861,again the,-0.29704347826087
862,again this,0.00234375
863,again tkr,-0.3848
864,again to,-0.0888387096774193
865,again today,0.661695652173913
866,again with,0.445241379310345
867,against,-0.180868669278769
868,against it,-0.566571428571429
869,against num,-0.478260869565217
870,against resistance,-0.274
871,against the,-0.299409703943307
872,against tkr,-0.359608695652174
873,against upper,1.9
874,against we,3.163
875,age,-0.304
876,agency,-0.141272727272727
877,agenda,0.533
878,aggressive,-0.312366197183099
879,aggressively,0.456714285714286
880,ago at,0.875052631578947
881,ago I,-0.107333333333333
882,ago,-0.0864705882352942
884,ago tkr,-0.0955263157894736
885,ago when,0.335833333333333
886,agree and,-0.6815
887,agree but,1.13471428571429
888,agree it,1.22733333333333
889,agree num,0.67696551724138
890,agree that,0.359166666666667
891,agree,0.396
892,agreement,3.41470588235294
893,agressive,-0.107466666666667
894,agricole,-5.90372222222222
895,ah,0.452504672897196
896,ah num,0.9144
897,ah on,0.805263157894737
899,aha,2.421
900,ahd,0.0272
901,ahead for,-0.508461538461539
902,ahead,-0.174901253918495
903,ahh,-0.1488
904,aid,-0.2664
905,aim for,-0.362526315789474
906,aim,-0.222
907,aint,0.621076923076923
909,air below,-4.97127272727273
910,air,-0.424393103448276
911,airline,0.241744186046512
912,aka,-0.707827586206897
914,al,-0.111703703703704
916,alarm,-1.59981818181818
917,alarming,-1.1202
918,albeit,0.322821428571428
919,alert at,0.530833333333333
920,alert buy,2.485
921,alert,-0.0708139534883721
923,alert on,-0.715896551724139
924,alert over,1.9
925,alert set,1.856
926,alert the,-0.140666666666667
927,alert this,0.557375
928,alert tkr,-0.432409090909091
929,alert to,-1.1592
930,alert update,-1.85753333333333
932,algo,-0.17035593220339
933,algorithm,0.2672
934,align,-0.043813953488372
935,alike,0.649133333333334
936,alive,0.281746031746032
937,all-time high,2.96431137724551
938,all-time,2.09488372093023
939,all a,1.13457142857143
940,all along,0.644117647058824
941,all and,-0.09075
942,all around,1.19545454545455
943,all back,-0.458333333333334
944,all but,0.012
945,all cash,-1.42172413793103
946,all do,-0.0854117647058824
947,all down,-1.61190909090909
948,all,0.142238453090133
949,all for,-0.0530666666666667
950,all get,1.07666666666667
951,all good,1.67059574468085
952,all green,1.64351851851852
953,all have,0.5175625
954,all hold,0.818181818181818
955,all I,0.292402597402597
956,all its,-0.129272727272727
957,all just,2.123
958,all look,1.2847619047619
959,all major,-1.06882608695652
960,all market,-0.688615384615385
961,all morning,-0.5224
962,all move,-0.319652173913044
963,all my,-0.156115384615385
964,all num,0.123934426229508
965,all out,-0.537567567567567
967,all point,-0.365818181818182
968,all position,-0.731
970,all red,-2.4002380952381
971,all rip,-3.843
972,all see,1.22107142857143
973,all she,-2.04654545454545
974,all sign,-2.01375
975,all sort,-0.461818181818182
976,all system,1.81739130434783
977,all technical,-0.304363636363637
978,all these,0.218224489795918
979,all they,-0.182741935483871
980,all thing,0.369428571428571
981,all think,2.016
982,all this,0.593733333333333
983,all time,1.30318624641834
984,all tkr,0.490289473684211
985,all to,-0.5877
986,all we,-0.2185
987,all who,0.50864
988,all will,2.315
989,allocate,1.919
990,allocation,0.027625
991,allow,1.62330729166667
992,allow you,3.55028169014084
993,allowance,3.619
994,alltime,2.857
996,almost all,-0.189666666666666
997,almost as,-1.1442
998,almost every,-0.1778125
999,almost hit,0.8802
1000,almost num,0.491454545454546
1001,almost,0.157044770484286
1002,almost ready,1.01604761904762
1003,almost to,1.14838181818182
1004,alone,0.529542168674699
1005,along for,-0.335333333333333
1006,along,0.426839674410574
1009,along w,-0.5963125
1010,along with,0.670173905444125
1011,alot,0.660227272727272
1012,alot of,0.815162790697675
1014,alpha,0.219526315789474
1015,already at,-0.23264705882353
1016,already be,0.401379310344828
1017,already break,0.312
1018,already but,0.825
1019,already do,0.273
1020,already know,1.45135714285714
1021,already make,-0.688615384615385
1022,already num,1.71105882352941
1023,already on,0.644117647058824
1024,already price,0.248684210526316
1025,already,0.131420535158823
1026,already start,-0.508
1027,already take,-0.249090909090909
1028,alright,0.919111111111111
1030,also a,0.3376
1031,also at,0.481666666666666
1032,also confirm,-0.664545454545455
1033,also do,1.03661538461538
1034,also good,2.016
1035,also hold,3.07
1036,also I,0.552066666666667
1037,also know,0.931333333333334
1038,also like,0.9792
1039,also look,0.849315789473684
1040,also note,-0.8425
1041,also num,-0.29175
1042,also on,0.960888888888889
1043,also over,2.775
1044,also,0.336643827942179
1045,also say,2.403
1046,also show,0.356689655172414
1047,also the,0.42394
1048,also think,-0.664545454545455
1049,also tkr,-0.126358974358974
1050,also trade,-0.4128
1051,alternate,-0.917583333333333
1052,alternative,-0.359272727272728
1054,although,-0.173375
1055,always allow,3.673
1056,always be,0.315818181818182
1057,always come,0.7335
1058,always do,-0.112222222222222
1059,always have,0.849931034482759
1060,always look,-0.124384615384615
1061,always on,1.2595
1062,always pay,-0.1422
1063,always,0.216114369501466
1064,always right,-0.265333333333333
1065,always say,2.123
1066,always seem,-0.09075
1067,always take,0.373533333333333
1068,always the,1.071
1069,always work,-0.4024
1070,aman,2.978
1071,amateur,0.0760909090909091
1072,amaze,-0.23976
1073,amazing,0.834867724867725
1074,amazingly,0.1664
1075,amazon,-0.134035087719298
1076,ambitious,0.282615384615385
1077,amc,0.954461538461538
1078,america,-0.0797752808988763
1079,ameritrade,-0.747272727272728
1080,amid,-0.536
1081,ammo,0.546666666666667
1082,among,0.307724137931034
1083,among the,1.04278571428571
1084,amongst,0.568533333333334
1085,amount,0.585357142857143
1086,amount of,1.07607272727273
1087,ana,0.0723333333333334
1088,analog,-0.9445
1089,analogy,0.555076923076923
1090,analysis at,-1.06470588235294
1091,analysis for,-0.357818181818182
1092,analysis here,-1.17875
1093,analysis,-0.336548853808585
1094,analysis of,-0.436589285714286
1095,analysis on,-1.06019047619048
